timestamp,close,volume,fecha
1502956800000.0,4427.3,63.619882,2017-08-17 08:00:00
1502971200000.0,4352.34,174.562001,2017-08-17 12:00:00
1502985600000.0,4325.23,225.109716,2017-08-17 16:00:00
1503000000000.0,4285.08,249.769913,2017-08-17 20:00:00
1503014400000.0,4292.39,276.193043,2017-08-18 00:00:00
1503028800000.0,4300.25,248.389029,2017-08-18 04:00:00
1503043200000.0,4340.31,196.140129,2017-08-18 08:00:00
1503057600000.0,4236.89,175.969384,2017-08-18 12:00:00
1503072000000.0,4136.28,193.64697,2017-08-18 16:00:00
1503086400000.0,4108.37,109.549709,2017-08-18 20:00:00
1503100800000.0,4138.55,108.510448,2017-08-19 00:00:00
1503115200000.0,4033.47,112.752079,2017-08-19 04:00:00
1503129600000.0,3957.6,77.256042,2017-08-19 08:00:00
1503144000000.0,3972.05,47.515578,2017-08-19 12:00:00
1503158400000.0,4076.12,25.925056,2017-08-19 16:00:00
1503172800000.0,4139.98,9.35056,2017-08-19 20:00:00
1503187200000.0,4094.62,6.611283,2017-08-20 00:00:00
1503201600000.0,4155.87,28.60391,2017-08-20 04:00:00
1503216000000.0,4106.53,36.019943,2017-08-20 08:00:00
1503230400000.0,4125.0,29.113266,2017-08-20 12:00:00
1503244800000.0,4164.6,169.995517,2017-08-20 16:00:00
1503259200000.0,4086.29,196.739103,2017-08-20 20:00:00
1503273600000.0,4084.76,220.838143,2017-08-21 00:00:00
1503288000000.0,4043.63,222.575129,2017-08-21 04:00:00
1503302400000.0,4023.11,78.878314,2017-08-21 08:00:00
1503316800000.0,4022.0,43.762796,2017-08-21 12:00:00
1503331200000.0,4027.05,24.46693,2017-08-21 16:00:00
1503345600000.0,4016.0,101.221748,2017-08-21 20:00:00
1503360000000.0,3862.39,114.685346,2017-08-22 00:00:00
1503374400000.0,3798.08,167.221519,2017-08-22 04:00:00
1503388800000.0,3866.48,221.731236,2017-08-22 08:00:00
1503403200000.0,3858.23,179.358421,2017-08-22 12:00:00
1503417600000.0,3984.24,159.535655,2017-08-22 16:00:00
1503432000000.0,4040.0,124.152681,2017-08-22 20:00:00
1503446400000.0,4100.41,159.658384,2017-08-23 00:00:00
1503460800000.0,4074.88,141.839603,2017-08-23 04:00:00
1503475200000.0,4237.99,135.024022,2017-08-23 08:00:00
1503489600000.0,4197.05,237.360569,2017-08-23 12:00:00
1503504000000.0,4117.07,174.637585,2017-08-23 16:00:00
1503518400000.0,4114.01,152.616402,2017-08-23 20:00:00
1503532800000.0,4113.58,123.52015,2017-08-24 00:00:00
1503547200000.0,4153.32,123.17946,2017-08-24 04:00:00
1503561600000.0,4202.0,171.486488,2017-08-24 08:00:00
1503576000000.0,4222.0,146.997342,2017-08-24 12:00:00
1503590400000.0,4216.07,111.579358,2017-08-24 16:00:00
1503604800000.0,4316.01,110.655955,2017-08-24 20:00:00
1503619200000.0,4312.69,141.104526,2017-08-25 00:00:00
1503633600000.0,4329.0,101.509543,2017-08-25 04:00:00
1503648000000.0,4361.27,74.43306,2017-08-25 08:00:00
1503662400000.0,4394.36,164.206656,2017-08-25 12:00:00
1503676800000.0,4307.17,52.39933,2017-08-25 16:00:00
1503691200000.0,4280.68,39.959625,2017-08-25 20:00:00
1503705600000.0,4297.94,41.638568,2017-08-26 00:00:00
1503720000000.0,4319.7,28.707288,2017-08-26 04:00:00
1503734400000.0,4288.72,36.153081,2017-08-26 08:00:00
1503748800000.0,4275.0,34.654984,2017-08-26 12:00:00
1503763200000.0,4293.52,47.431108,2017-08-26 16:00:00
1503777600000.0,4337.44,39.523039,2017-08-26 20:00:00
1503792000000.0,4314.91,62.980388,2017-08-27 00:00:00
1503806400000.0,4313.84,47.478199,2017-08-27 04:00:00
1503820800000.0,4323.37,57.138682,2017-08-27 08:00:00
1503835200000.0,4325.0,35.277424,2017-08-27 12:00:00
1503849600000.0,4368.41,72.11126,2017-08-27 16:00:00
1503864000000.0,4310.01,75.706632,2017-08-27 20:00:00
1503878400000.0,4239.37,73.295355,2017-08-28 00:00:00
1503892800000.0,4261.9,94.397198,2017-08-28 04:00:00
1503907200000.0,4308.0,121.722034,2017-08-28 08:00:00
1503921600000.0,4273.59,121.858551,2017-08-28 12:00:00
1503936000000.0,4321.65,107.225677,2017-08-28 16:00:00
1503950400000.0,4386.69,85.342801,2017-08-28 20:00:00
1503964800000.0,4376.99,78.862074,2017-08-29 00:00:00
1503979200000.0,4329.02,128.456959,2017-08-29 04:00:00
1503993600000.0,4368.5,88.051429,2017-08-29 08:00:00
1504008000000.0,4570.0,128.764571,2017-08-29 12:00:00
1504022400000.0,4555.55,127.21423,2017-08-29 16:00:00
1504036800000.0,4587.48,52.195765,2017-08-29 20:00:00
1504051200000.0,4583.61,119.42503,2017-08-30 00:00:00
1504065600000.0,4550.02,149.551451,2017-08-30 04:00:00
1504080000000.0,4498.35,176.151828,2017-08-30 08:00:00
1504094400000.0,4546.77,163.013481,2017-08-30 12:00:00
1504108800000.0,4536.82,84.845278,2017-08-30 16:00:00
1504123200000.0,4555.14,115.481703,2017-08-30 20:00:00
1504137600000.0,4593.66,109.650881,2017-08-31 00:00:00
1504152000000.0,4592.16,102.998925,2017-08-31 04:00:00
1504166400000.0,4656.67,111.874811,2017-08-31 08:00:00
1504180800000.0,4648.82,106.997195,2017-08-31 12:00:00
1504195200000.0,4698.77,66.803163,2017-08-31 16:00:00
1504209600000.0,4724.89,58.631827,2017-08-31 20:00:00
1504224000000.0,4714.73,75.647978,2017-09-01 00:00:00
1504238400000.0,4707.5,101.226134,2017-09-01 04:00:00
